Id.x,SpCode,DBH,StreetName,StreetNumber,City,Botanic Name,Common Name,Tree Type
9946,PLAC,4,CAMINO VERDE,1631,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9947,PLAC,4,CAMINO VERDE,1651,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9948,GIBI,2,SONOMA CT,1471,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9949,GIBI,2,SONOMA CT,1461,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9950,PLAC,4,CAMINO VERDE,1656,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9951,PLAC,5,CAMINO VERDE,1708,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9952,PLAC,4,CAMINO VERDE,1718,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9953,PLAC,5,CAMINO VERDE,1718,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9954,PLAC,3,CAMINO VERDE,1728,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9955,PLAC,4,CAMINO VERDE,1738,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9956,PLAC,4,CAMINO VERDE,1738,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
